variant_key,variant_label,test_id,subject,predicted_experts,first_relevant_rank,full_system_first_relevant_rank,rank_delta_vs_full_system,outcome_vs_full_system,top1_hit,top3_hit,top5_hit,precision_at_3,reciprocal_rank
variant_a_retrieval_only,Variant A: retrieval aggregation only,T043,Need an expert on Social protection and welfare institutions in the global south and Informality and labour market policies,Dr Miguel Nino-Zarazua | Dr Jonathan Di John,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T044,Need an expert on Middle East and Indebtedness,Dr Randa Alami | Dr Seyed Ali Alavi | Mr Ian D Edge | Professor Massoud Karshenas,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T045,Need an expert on Environmental economics and Development economics,Dr Giuseppina Siciliano | Dr Risa Morimoto | Dr Dieter Wang,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T046,Need an expert on Social reproduction and Intersecting or co-constituted inequalities,Dr Sara Stevano | Professor Alessandra Mezzadri | Dr Miguel Nino-Zarazua | Dr Lorena Lombardozzi | Dr Hannah Bargawi,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T047,Need an expert on Financial Inclusion and Over-Indebtedness,Dr Randa Alami | Dr Miguel Nino-Zarazua | Professor Ulrich Volz | Dr Sonali Deraniyagala | Dr Thereza Balliester Reis,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T048,Need an expert on Financial macroeconomics and Climate finance,Dr Yannis Dafermos | Professor Daniela Gabor | Dr Risa Morimoto | Dr Dieter Wang | Professor Ulrich Volz,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T049,Need an expert on Sustainable structural transformation and Industrial policy,Professor Antonio Andreoni | Dr Lorena Lombardozzi | Professor Simon Roberts | Dr Arnaud Persenda | Dr Anisa Muzaffar,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T050,Need an expert on South Africa and Heterodox Economics,Dr Miguel Nino-Zarazua | Dr Sonali Deraniyagala | Professor Ben Fine,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T051,Need an expert on Political economy and Institutions and organizations,Professor Christos Pitelis | Professor Ha-Joon Chang | Professor Mushtaq Khan,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T052,Need an expert on Principal Investigator and Trajectories of Infrastructure Financing,Professor Ciaran Driver | Professor Elisa Van Waeyenberge,2,2,0,tie,0,1,1,0.3333,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T053,Need an expert on Industrial policy and Trade policy,Dr Sonali Deraniyagala | Professor Antonio Andreoni | Professor Ha-Joon Chang,3,3,0,tie,0,1,1,0.3333,0.3333
variant_a_retrieval_only,Variant A: retrieval aggregation only,T054,Need an expert on Gender and Employment and Wage Setting Institutions and Inequality,Dr Hannah Bargawi | Dr Randa Alami | Dr Miguel Nino-Zarazua | Professor Massoud Karshenas,2,2,0,tie,0,1,1,0.6667,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T055,Need an expert on Sustainable structural transformation and Food systems transformation,Dr Giuseppina Siciliano | Dr Lorena Lombardozzi | Professor Simon Roberts | Professor Antonio Andreoni,2,2,0,tie,0,1,1,0.6667,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T056,Need an expert on International Finance and Open Economy Macroeconomics,Dr Yannis Dafermos | Dr Sonali Deraniyagala | Professor Daniela Gabor | Professor Ulrich Volz | Dr Dieter Wang,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T057,Need an expert on Arabic historiography and Islamic archaeology,Emeritus Professor Hugh N Kennedy | Dr Seyed Ali Alavi,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T058,Need an expert on Autoethnography and creative-relational inquiry,Dr Hande Çayır | Dr Althea-Maria Rivas,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T059,Need an expert on Humanitarianism and international development and politics of displacement,Dr Paolo Novak | Dr Althea-Maria Rivas | Dr Mujge Kucukkeles | Dr Tania Kaiser | Dr Olivia Lwabukuna,3,4,-1,win,0,1,1,0.3333,0.3333
variant_a_retrieval_only,Variant A: retrieval aggregation only,T060,Need an expert on Drag Queens Everywhere Chamas and Sophie,Dr Sophie Chamas | Professor Vanja Hamzić,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T061,Need an expert on Public policy and management and especially in the political economy of regulation and regulatory reforms,Dr Alberto Asquer | Dr M. Kerem Coban | Professor Christos Pitelis | Professor Laixiang Sun,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T062,Need an expert on Green and sustainable finance and ESG,Dr Yannis Dafermos | Dr Dieter Wang | Dr Hari Gopal Risal,3,3,0,tie,0,1,1,0.3333,0.3333
variant_a_retrieval_only,Variant A: retrieval aggregation only,T063,Need an expert on International entrepreneurship and sustainable entrepreneurship,Dr Risa Morimoto | Professor Ulrich Volz | Dr Huan Zou | Professor Christos Pitelis,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T064,Need an expert on Oino and I. & Liu,Dr Isaiah Oino | Professor Ulrich Volz | Professor Hong Bo | Professor Laixiang Sun,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T065,Need an expert on Trust and employment protection legislation Jayakody and Shashitha,Mr Ian D Edge | Dr Jaideep Oberoi,2,3,-1,win,0,1,1,0.3333,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T066,Need an expert on Comparative public policy and regulatory governance,Dr M. Kerem Coban | Dr Alberto Asquer | Professor Laixiang Sun | Dr Nimer Sultany,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T067,Need an expert on Earnings Management and Executive Compensation,Professor Christos Pitelis | Dr Tolulola Lawal | Professor Laixiang Sun | Dr Muhammad Tahir,2,2,0,tie,0,1,1,0.3333,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T068,Need an expert on including Australia and China,Dr Seyed Ali Alavi | Dr Randa Alami | Dr Sonali Deraniyagala,,,,tie,0,0,0,0.0,0.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T069,Need an expert on Critical management and critical marketing,Dr Senija Causevic | Professor Christos Pitelis | Professor Laixiang Sun,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T070,Need an expert on Innovation adoption and diffusion and sustainability,Dr Wenwei Li | Professor Christos Pitelis | Dr Sonali Deraniyagala,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T071,Need an expert on innovation and corporate governance,Professor Ciaran Driver | Professor Laixiang Sun,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T072,Need an expert on Mega Trends in Global Finance and Inclusive Finance,Professor Ulrich Volz | Professor Daniela Gabor | Professor Victor Murinde,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T073,Need an expert on Minimalism and Construction Grammar,Dr Melanie Green | Professor Julia Sallabank,,,,tie,0,0,0,0.0,0.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T074,Need an expert on Cognitive Linguistics and Applied Cognitive Linguistics,Dr Akiko Furukawa | Dr Song Lianyi | Professor Julia Sallabank | Dr Barbara Pizziconi,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T075,Need an expert on transnational Malay identity and cultural revival such as Malay kingdoms,Dr Alan Darmawan | Professor Vanja Hamzić | Dr Ben Murtagh | Dr Mulaika Hijjas,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T076,Need an expert on South Asian literature and film and translation,Dr Anandi Rao | Dr Kanika Sharma | Dr Ben Murtagh | Emeritus Professor Francesca Orsini | Professor Rachel V Harrison,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T077,Need an expert on Modern Indonesian cinema and literature and Queer studies and sexuality in Indonesia,Dr Ben Murtagh | Professor Rachel V Harrison | Dr Anandi Rao | Professor Vanja Hamzić | Dr Mulaika Hijjas,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T078,Need an expert on Brandon and Mc and Cain,Professor Lutz Marten | Dr Carmen McCain | Dr Melanie Green,2,2,0,tie,0,1,1,0.3333,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T079,Need an expert on emphasizing how class and gender,Dr Christopher Gerteis | Dr Helen Macnaughtan,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T080,Need an expert on Philippine Post-colonial and Comparative Literature Studies and British Occupation of Manila,Dr Cristina Martinez-Juan | Dr Ben Murtagh | Emeritus Professor Francesca Orsini,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T081,Need an expert on Modern Vietnamese literature and Modern Vietnamese cultural studies (literature,Professor Rachel V Harrison | Dr Grace Koh | Dr Dana Healy,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T082,Need an expert on Modern and contemporary Japanese literature and society and popular culture (manga,Dr Filippo Cervelli | Dr Christopher Gerteis,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T083,Need an expert on Korean and East Asian literary traditions (prose and fiction and literary and intellectual history,Dr Grace Koh | Dr Anders Karlsson,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T084,Need an expert on Sanskrit language and literature and Modern reception and translation of Sanskrit texts,Dr Maddalena Italia | Dr Anandi Rao | Emeritus Professor Francesca Orsini | Dr Renate Söhnen-Thieme,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T085,Need an expert on Classical and Modern Arabic Literature and Poetics and Egyptian and Arabic Cinemas,Professor Wen-chin Ouyang | Professor Rachel V Harrison | Dr Nada Elzeer | Dr Marlé Hammond | Dr Helen Blatherwick,4,4,0,tie,0,0,1,0.0,0.25
variant_a_retrieval_only,Variant A: retrieval aggregation only,T086,Need an expert on Descriptive grammar and syntactic theory and information structure,Professor Lutz Marten | Dr Melanie Green | Professor Julia Sallabank,2,2,0,tie,0,1,1,0.3333,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T087,Need an expert on The Malay manuscript tradition and Islam in South East Asia,Dr Ben Murtagh | Dr Jessica Rahardjo | Dr Alan Darmawan | Dr Mulaika Hijjas,3,3,0,tie,0,1,1,0.3333,0.3333
variant_a_retrieval_only,Variant A: retrieval aggregation only,T088,Need an expert on Oxford University Press and in One World Anthology of Stories,Dr Ret’sepile Makamane | Professor Lutz Marten | Emeritus Professor Francesca Orsini,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T089,Need an expert on Classroom discourse and Classroom silence,Dr Seiko Harumi | Dr Song Lianyi | Emeritus Professor Anne Pauwels,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T090,Need an expert on Sociolinguistics and African languages and cultures,Dr Seraphin Kamdem | Professor Julia Sallabank | Professor Lutz Marten | Professor Chege Githiora | Emeritus Professor Anne Pauwels,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T091,Need an expert on Middle East Studies and Iranian Studies,Dr Seyed Ali Alavi | Dr Randa Alami,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T092,Need an expert on Logika: Bukan Hanya Untuk Orang Pintar Marching and N.Y: (Edwin Mellen Press) View this book Making Out in Indonesian Marching,Dr Ben Murtagh | Dr Soe Tjen Marching,2,2,0,tie,0,1,1,0.3333,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T093,Need an expert on Exploring why people differ in their understanding and interpretation of Covid-19 and and whether these differences are related to the language,Professor Lutz Marten | Dr Yan JIANG 蔣嚴 蒋严 | Professor Julia Sallabank,2,2,0,tie,0,1,1,0.3333,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T094,Need an expert on Frontier epics: early Ottoman literature and language (influence of Persian and Greek and Balkan (especially Greek) Muslim literature (al Jamiada,Dr Yorgos Dedes | Emeritus Professor Hugh N Kennedy | Emeritus Professor Francesca Orsini,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T095,Need an expert on My research expertise and interests include multilingualism and language maintenance &shiftlanguage policy and language planning in relation to education,Emeritus Professor Anne Pauwels | Professor Julia Sallabank | Professor Lutz Marten | Dr Christopher Lucas,1,1,0,tie,1,1,1,0.6667,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T096,Need an expert on Nicholas and Bi and Nicholas and De Blois,Emeritus Professor Nicholas Sims-Williams | Professor Lutz Marten | Professor Julia Sallabank,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T097,Need an expert on African linguistics and multilingualism and language policy,Professor Lutz Marten | Emeritus Professor Anne Pauwels | Professor Julia Sallabank | Dr Seraphin Kamdem | Professor Chege Githiora,2,2,0,tie,0,1,1,0.3333,0.5
variant_a_retrieval_only,Variant A: retrieval aggregation only,T098,Need an expert on His research interests are in comparative and historical linguistics and language variation and change,Professor Lutz Marten | Emeritus Professor Anne Pauwels | Professor Julia Sallabank | Dr Christopher Lucas,1,1,0,tie,1,1,1,0.3333,1.0
variant_a_retrieval_only,Variant A: retrieval aggregation only,T099,Need an expert on The Qur'an: language and style and translations in English,"Dr Mustafa Shah | Dr Jonathan Ercanbrack | Professor Abdul Hakim Ibrahim Al-Matroudi | Dr Nada Elzeer | Professor Muhammad A S Abdel Haleem, OBE",5,5,0,tie,0,0,1,0.0,0.2
variant_a_retrieval_only,Variant A: retrieval aggregation only,T100,Need an expert on Arabic Literature Classical and Modern and Comparative Literature,Professor Wen-chin Ouyang | Dr Mustafa Shah | Dr Nada Elzeer | Professor Stefan Sperl | Dr Helen Blatherwick,2,2,0,tie,0,1,1,0.3333,0.5
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T001,Need an expert on Japanese Media and Television drama,Dr Filippo Cervelli | Dr Christopher Gerteis | Dr Griseldis Kirsch,3,3,0,tie,0,1,1,0.3333,0.3333
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T002,Need an expert on Gaofeng and Contributions to Political Economy (44,Dr Gaofeng Meng | Professor Laixiang Sun,1,1,0,tie,1,1,1,0.3333,1.0
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T003,Need an expert on International economic law and OHADA law,Dr Jonathan Bashi Rudahindwa | Dr Olivia Lwabukuna,1,1,0,tie,1,1,1,0.3333,1.0
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T004,Need an expert on Legal history and comparative international laws,Dr Kanika Sharma | Dr Justine K Collins | Professor Eddie Bruce-Jones | Dr Moataz El Fegiery | Dr Nimer Sultany,2,2,0,tie,0,1,1,0.6667,0.5
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T005,Need an expert on Law and colonialism and Law and society in South Asia (especially gender issues,Dr Kanika Sharma | Dr Mayur Suresh | Dr Anandi Rao,1,1,0,tie,1,1,1,0.3333,1.0
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T006,Need an expert on Military law and criminal law,Dr Kanika Sharma | Dr Nimer Sultany | Dr Kate Grady,3,3,0,tie,0,1,1,0.3333,0.3333
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T007,Need an expert on Simbarashe and Enonchong and Laura-Stella,Dr Laura-Stella Enonchong | Dr Olivia Lwabukuna,1,1,0,tie,1,1,1,0.3333,1.0
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T008,Need an expert on Vidya and Public Law (April,Dr Vidya Kumar | Dr Kanika Sharma,1,1,0,tie,1,1,1,0.3333,1.0
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T009,Need an expert on M.E and Raha,Dr Randa Alami | Dr Sarah Njeri | Dr Sonali Deraniyagala,,,,tie,0,0,0,0.0,0.0
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T010,Need an expert on Ian and Trusts and Trustees (15,Mr Ian D Edge | Dr Jonathan Ercanbrack | Dr Nimer Sultany,1,1,0,tie,1,1,1,0.3333,1.0
variant_b_topic_boosts,Variant B: retrieval aggregation plus topic boosts,T011,Need an expert on Human Rights Law and British Colonial Indentureship,Professor Eddie Bruce-Jones | Dr Kanika Sharma | Dr Michelle Staggs Kelsall | Dr Paul O'Connell | Dr Justine K Collins,1,1,0,tie,1,1,1,0.3333,1.0
