test_id,recommendation_rank,sender_email,outlet_name,subject,body,topic_labels,expert_name,expert_title,expert_department,confidence,rationale,supporting_chunk_1_section,supporting_chunk_1_text,supporting_chunk_2_section,supporting_chunk_2_text,supporting_chunk_3_section,supporting_chunk_3_text,annotation_label,annotation_note
T020,1,writer20@yahoo.com,Independent writer,Need an expert on Political ecology and Sustainability and green transformations,"Looking for academic comment on Political ecology, Sustainability and green transformations, Environmental justice, and Human-environment. Interested in policy implications, regional context, and current developments.",Politics,Dr Giuseppina Siciliano,Senior Lecturer in Sustainable Development,Department of Development Studies,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Political ecology, Sustainability and green transformations; key term overlap: human, environment. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Political ecology; Sustainability and green transformations; Environmental justice; Human-environment; Low-carbon development; Hydropower; Just energy transitions; Climate change; Land grabbing; Land-water-energy nexus,,,,,,
T020,2,writer20@yahoo.com,Independent writer,Need an expert on Political ecology and Sustainability and green transformations,"Looking for academic comment on Political ecology, Sustainability and green transformations, Environmental justice, and Human-environment. Interested in policy implications, regional context, and current developments.",Politics,Dr Annabel de Frece,Senior Lecturer in Sustainable Development; deputy dean College of Social Sciences; Programme Convenor MSc Sustainable Development,Department of Development Studies,Medium,Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Political ecology; key term overlap: and. Recommendation is grounded in profile content and should be reviewed by staff before outreach.,research_interests,Political ecology; Agriculture; Gender equality; Sustainable and equitable food systems; Education for sustainable development and interdisciplinary learning,,,,,,
T032,1,reporter32@theguardian.com,The Guardian,Need an expert on Politics of development and Bangladesh,"Looking for academic comment on Politics of development, Bangladesh, Protest, and Disaster politics. Interested in policy implications, regional context, and current developments.",Politics,Professor Naomi Hossain,Global Research Professor,Department of Development Studies,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Politics of development; key term overlap: bangladesh, protest, disaster. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Politics of development; Bangladesh; Protest; Disaster politics; Civil society; Social movements; Famine,,,,,,
T032,2,reporter32@theguardian.com,The Guardian,Need an expert on Politics of development and Bangladesh,"Looking for academic comment on Politics of development, Bangladesh, Protest, and Disaster politics. Interested in policy implications, regional context, and current developments.",Politics,Professor Shirin Rai,Research Professor,Department of Politics and International Studies,Low,Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Politics of development; key term overlap: and. Recommendation is grounded in profile content and should be reviewed by staff before outreach.,research_interests,ew Delhi: (Zed Books); Gender and Political Economy of Development: From Nationalism to Globalisation; Shirin M. (2002). Cambridge: (Polity Press); Articles; Author's Response to Readers; Critics; Shirin M; 2025; Social Politics (32); pp 680-682; View this article; The Politics of Lament; Political Studies; Race; gender and class under COVID-19: narratives of care; caring and carers; Lingham; Jayanthi Thiyaga; Shirin and Akhter; Shahnaz; European Journal of Politics and Gender; pp 1-25; Pluralizing social reproduction approaches; Mezzadri; Alessandra; Shirin; Stevano; Sara; Alessandrini; Donatella; Bargawi; Hannah; Elias; Juanita; Hassim; Shireen; Kesar; Surbhi; Thiyaga Lingham; Jayanthi; Natile; Serena; Neetha; Ossome; Lyn; Raghuram; Parvati; Tsikata; Dzodzi and Wöhl; Stefanie; International Feminist Journal of Politics (27); pp 6-33; Pluralizing the Care Economy Framework in Latin America; 2024; Social,research_interests,Political Economy; Social Movements; Authored Books; Close; Depletion: the human costs of caring; Rai; Shirin M (2024). New York: (Oxford University Press); View this book; Performing Representation: Women Members in the Indian Parliament; Shirin M. and Spary; Carole (2019). New Delhi: (Oxford University Press); Gender Politics of Development: Essays in Hope and Despair; Shirin M. (2008). London; New Delhi: (Zed Books); Gender and Political Economy of Development: From Nationalism to Globalisation; Shirin M. (2002).,,,,
T018,1,reporter18@theguardian.com,The Guardian,Need an expert on Refugee protection and livelihoods and housing,"Looking for academic comment on Refugee protection, livelihoods and housing, Immigration status precarity, and Migration. Interested in policy implications, regional context, and current developments.",Migration,Dr Anna Lindley,"Reader in Migration, Mobility and Development; BA Global Development Programme Convenor Member",Department of Development Studies,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Refugee protection, livelihoods and housing; key term overlap: migration. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Refugee protection; livelihoods and housing; Immigration status precarity; Migration; livelihoods and development; Diasporas and remittances,,,,,,
T018,2,reporter18@theguardian.com,The Guardian,Need an expert on Refugee protection and livelihoods and housing,"Looking for academic comment on Refugee protection, livelihoods and housing, Immigration status precarity, and Migration. Interested in policy implications, regional context, and current developments.",Migration,Professor Fiona B Adamson,Professor of International Relations,Department of Politics and International Studies,Low,"Matched on retrieved evidence from research_interests. Alignment observed through key term overlap: and, migration. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Fiona's current research projects include a British Academy-funded project on the Diplomacy of Forced Migration (with Kelly M. Greenhill and Jente Althuis). The project will produce a dataset on the diplomatic and foreign policy dimensions of state-organized involuntary migration; ranging from historical cases of population exchanges and transfers to contemporary practices of forced returns and repatriation; In addition; she is working on several diaspora-related projects; including a comparative study of diasporic geopolitics and the role of diaspora mobilization in anti-colonial and separatist conflicts.,research_interests,parative study of diasporic geopolitics and the role of diaspora mobilization in anti-colonial and separatist conflicts. In the context of her EU H2020 funded project; she is leading a study of Kurdish refugees; migrants and diaspora organisations in Europe; examining the geopolitical and diasporic aspects of refugeehood; More generally; Fiona has a longstanding interest in the relationship between migration; mobility and contestations over nation- and state-building; Ph; D Supervision Areas; Migration and International Relations; Diaspora Politics; Politics of Forced Migration; Migration Diplomacy; Civil War and Political Violence; Identity Politics in Turkey and Its Diaspora(s); Algeria and France; Colonial Histories and Conflict; Non-State Actors and Transnationalism; Exile,,,,
T026,1,reporter26@channel4.co.uk,Channel 4 News,Need an expert on Forced migration and protracted refugee situations,"Looking for academic comment on Forced migration, protracted refugee situations, violence, and conflict. Interested in policy implications, regional context, and current developments.",Migration,Dr Tolga Sinmazdemir,Senior Lecturer in Political Methodology,Department of Politics and International Studies,Low,"Matched on retrieved evidence from research_interests. Alignment observed through key term overlap: and, violence, conflict. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Articles; Close; Humanitarian Concerns and Acceptance of Syrian Refugees in Turkey; Getmansky; Anna; Matakos; Konstantinos and Sinmazdemir; Tolga; 2026; Foreign Policy Analysis (22); pp oraf043; View this article; Red Lines versus Negotiables: How Exposure to Wartime Violence Influences Support for Peace Settlements in Ukraine; Grushetsky; Anton; Kostyuk; Nadiya; Sinmazdemir; Wright; Austin and Zeitzoff; Thomas; 2025; Political Science Research and Methods; pp 1-22; Diversity without Adversity? Ethnic Bias Towards Refugees in a Co-Religious Society; K.,research_interests,e Research and Methods; pp 1-22; Diversity without Adversity? Ethnic Bias Towards Refugees in a Co-Religious Society; K. and Sinmazdemir; 2024; International Studies Quarterly (68); Threat perceptions; loyalties and attitudes towards peace: The effects of civilian victimization among Syrian refugees in Turkey; Fabbe; Kristin; Hazlett; Chad and Sinmazdemir; 2023; Conflict Management and Peace Science (41); pp 263-288; The Allure of Distant War Drums: Refugees; Geography; and Foreign Policy Preferences in Turkey; Tolga and Zeitzoff; 2019; Political Geography (74); Collaborating Across Borders: Challenges and Choices in Joint Survey Research between Local and Foreign Scholars; PS: Political Science and Politics (52); pp 503-506; A Persuasive Peace: Syrian Refugees' Attitudes Towards Compromise and Civil War Termination; Journal of Peace Research (56); pp 103-117; Syrian Refugees in Turkey and the Politics of,,,,
T059,1,writer59@yahoo.com,Independent writer,Need an expert on Humanitarianism and international development and politics of displacement,"Looking for academic comment on Humanitarianism and international development, politics of displacement, refuge, and and border regimes. Interested in policy implications, regional context, and current developments.",Migration | Development | Politics,Dr Mujge Kucukkeles,"Department of Anthropology and Sociology School of Anthropology, Media and Gender | Postdoctoral Researcher","School of Anthropology, Media and Gender",High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Humanitarianism and international development, politics of displacement; key term overlap: refuge. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Humanitarianism and international development; politics of displacement; refuge; and border regimes; solidarity and mutual aid; citizenship; nationalism and state formation in the Middle East; precarity; conflict and youth livelihoods; archival activism,,,,,,
T028,1,reporter28@aljazeera.com,Al Jazeera,Need an expert on Africa and Ghana,"Looking for academic comment on Africa, Ghana, Labour relations, and Work conditions. Interested in policy implications, regional context, and current developments.",Africa,Professor Dzodzi Tsikata,Distinguished Research Professor,Department of Development Studies,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Labour relations; key term overlap: africa, and, ghana, work. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Africa; Ghana; Labour relations; Work conditions; Agrarian change; Social policy; Gender and development,,,,,,
T031,1,reporter31@ft.com,Financial Times,Need an expert on Development in Africa and NGOs,"Looking for academic comment on Development in Africa, NGOs, Religion and Development, and Non-state actors and development. Interested in policy implications, regional context, and current developments.",Africa | Religion,Professor Michael Jennings,Professor of Global Development; Management Committee Member; Research Cluster Convenor; Departmental Director of Doctoral Studies,Department of Development Studies,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Development in Africa, Religion and Development; key term overlap: non, state, actors. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Development in Africa; NG; Os; Religion and Development; Non-state actors and development; History of development; Governance; Volunteerism,,,,,,
T050,1,writer50@yahoo.com,Independent writer,Need an expert on South Africa and Heterodox Economics,"Looking for academic comment on South Africa, Heterodox Economics, History of Economic Thought, and Financialisation. Interested in policy implications, regional context, and current developments.",Africa,Professor Ben Fine,Emeritus Professor of Economics,Department of Economics,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: South Africa, Heterodox Economics; key term overlap: financialisation. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,"South Africa, Heterodox Economics, History of Economic Thought, Financialisation, Social Policy, Consumption, Social Capital.",,,,,,
T038,1,reporter38@ft.com,Financial Times,Need an expert on China and globalisation and Industrialisation,"Looking for academic comment on China and globalisation, Industrialisation, Soviet-type economic system and transformation, and East Asian economic institutions and development. Interested in policy implications, regional context, and current developments.",China,Dr Dic Lo,Reader in Economics,Department of Economics,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: China and globalisation, Soviet-type economic system and transformation; key term overlap: industrialisation, east, asian, institutions. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,China and globalisation; Industrialisation; Soviet-type economic system and transformation; East Asian economic institutions and development; Comparative political economy; China,,,,,,
T068,1,reporter68@channel4.co.uk,Channel 4 News,"Need an expert on comparative politics across China, India, and Israel","Looking for academic comment on comparative politics and political economy across China, India, and Israel, with attention to regional strategy and state-society relations.",Middle East | China | Politics,Dr Frank Maracchione,ESRC Postdoctoral Fellow,Department of Politics and International Studies,Medium,"Matched on retrieved evidence from research_interests. Alignment observed through key term overlap: politics, china, india, and. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,iment towards foreign powers becomes a political identity-making device. Specifically; he traces how China and the U. S. become symbols around which political claims (sovereignty; security); and economic projects (liberalisation; development; modernisation; poverty reduction) are articulated; through mixed methods (fieldwork in Argentina; Kazakhstan; Uzbekistan and Italy; social media analysis) and quantitative (India; UK; analysis of parliament speeches) case studies; 3) Innovative methods for studying knowledge production and normative power: Frank works with interdisciplinary teams including computational linguists to develop mixed methods frameworks to analyse multilingual corpora.,research_interests,Frank is a critical political economist and IR scholar studying Global China and specialising in how local sociocultural norms and actors shape global political and economic processes. His work approaches globalisation not as a one-directional structural force; but as a site of contestation; where communities; capital; firms; and state elites negotiate meaning; power; and economic futures; Empirically; he explores the global rise of the People's Republic of China; and how China's presence abroad reshapes global knowledge production; development models; and political alignments in the Global South and beyond. His research spans Asia and Latin America; while exploring Europe and the U. S.,research_interests,l upgrading (including labour and social rights); and technological transfer; particularly in Chinese-funded production. He has a special focus on green industries like solar panels and electric vehicles (EV) supply chains; particularly in Central Asia (Uzbekistan); and associated shifts in labour-state-capital relations; 2) The political economy of public opinion; contestation; and backlash: Using fieldwork interviews; survey data; and LLM; AI-powered topic modelling; he analyses how sentiment towards foreign powers becomes a political identity-making device. Specifically; he traces how China and the U. S.,,
T005,1,writer5@yahoo.com,Independent writer,Need an expert on Law and colonialism and Law and society in South Asia (especially gender issues,"Looking for academic comment on Law and colonialism, Law and society in South Asia (especially gender issues, image, and and architecture. Interested in policy implications, regional context, and current developments.",Gender,Dr Kanika Sharma,Senior Lecturer,College of Law,High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Law and colonialism, and architecture; key term overlap: society, south, asia, especially. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Law and colonialism; Law and society in South Asia (especially gender issues); Law; image; and architecture; Psychoanalytic jurisprudence; Critical legal theory,,,,,,
T005,2,writer5@yahoo.com,Independent writer,Need an expert on Law and colonialism and Law and society in South Asia (especially gender issues,"Looking for academic comment on Law and colonialism, Law and society in South Asia (especially gender issues, image, and and architecture. Interested in policy implications, regional context, and current developments.",Gender,Dr Eleanor Newbigin,Senior Lecturer in the History of Modern South Asia,"Department of History & School of History, Religions and Philosophies",Medium,"Matched on retrieved evidence from research_interests. Alignment observed through key term overlap: law, society, south, asia. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,: Ishita Pande 'Sex; Law; and the Politics of Age: Child Marriage in India; 1891-1937'; 2022; American Historical Review (127); pp 978-979; Accounting for the nation; marginalising the empire: taxable capacity and colonial rule in the early twentieth-century; 2020; History of Political Economy (52); pp 455-472; Introduction: Constitutionalism and the evolution of democracy in India; Shani; Ornit and Legg; Stephen; 2016; Comparative Studies of South Asia; Africa and the Middle East (36); pp 42-43; Personal law and citizenship in India's transition to independence; 2011; Modern Asian Studies (45); 01; pp 7-32; A postcolonial patriarchy?,research_interests,izenship in India's transition to independence; 2011; Modern Asian Studies (45); 01; pp 7-32; A postcolonial patriarchy? Representing family in the Indian nation-state; 2010; Modern Asian Studies (44); pp 121-144; Personal law; identity politics and civil society in colonial South Asia; Denault; Leigh and De; Rohit; 2009; Indian Economic and Social History Review (46); pp 1-4; The codification of personal law and secular citizenship: revisiting the history of law reform in late colonial India; pp 83-104,,,,
T077,1,reporter77@aljazeera.com,Al Jazeera,Need an expert on Modern Indonesian cinema and literature and Queer studies and sexuality in Indonesia,"Looking for academic comment on Modern Indonesian cinema and literature, Queer studies and sexuality in Indonesia, Representation of genders and sexuality in Southeast Asian film and literatures, and Representation of HIV in Indonesian Culture. Interested in policy implications, regional context, and current developments.",Gender,Dr Ben Murtagh,Reader in Indonesian and Malay,"School of Languages, Cultures and Linguistics",High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Modern Indonesian cinema and literature, Queer studies and sexuality in Indonesia; key term overlap: representation, genders, southeast, asian. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Modern Indonesian cinema and literature; Queer studies and sexuality in Indonesia; Representation of genders and sexuality in Southeast Asian film and literatures; Representation of HIV in Indonesian Culture,,,,,,
T085,1,writer85@gmail.com,Freelance journalist,Need an expert on Classical and Modern Arabic Literature and Poetics and Egyptian and Arabic Cinemas,"Looking for academic comment on Classical and Modern Arabic Literature and Poetics, Egyptian and Arabic Cinemas, Women's Writing, and Folkloric Narrative. Interested in policy implications, regional context, and current developments.",Gender,Dr Marlé Hammond,Reader in Arabic Popular Literature and Culture,"School of Languages, Cultures and Linguistics",High,"Matched on retrieved evidence from research_interests. Alignment observed through exact query phrase matches: Classical and Modern Arabic Literature and Poetics, Egyptian and Arabic Cinemas; key term overlap: folkloric, narrative. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Classical and Modern Arabic Literature and Poetics; Egyptian and Arabic Cinemas; Women's Writing; Folkloric Narrative,,,,,,
T085,2,writer85@gmail.com,Freelance journalist,Need an expert on Classical and Modern Arabic Literature and Poetics and Egyptian and Arabic Cinemas,"Looking for academic comment on Classical and Modern Arabic Literature and Poetics, Egyptian and Arabic Cinemas, Women's Writing, and Folkloric Narrative. Interested in policy implications, regional context, and current developments.",Gender,Dr Helen Blatherwick,"Teaching Fellow for Arabic to English Translation | School of Languages, Cultures and Linguistics | Research Associate","School of Languages, Cultures and Linguistics",Medium,"Matched on retrieved evidence from research_interests. Alignment observed through key term overlap: classical, arabic, literature, and. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,"Classical Arabic literature, Popular literature, Comparative literature",,,,,,
T085,3,writer85@gmail.com,Freelance journalist,Need an expert on Classical and Modern Arabic Literature and Poetics and Egyptian and Arabic Cinemas,"Looking for academic comment on Classical and Modern Arabic Literature and Poetics, Egyptian and Arabic Cinemas, Women's Writing, and Folkloric Narrative. Interested in policy implications, regional context, and current developments.",Gender,Professor Stefan Sperl,Emeritus Professor of Arabic and Middle Eastern Studies; Professorial Research Associate,"School of Languages, Cultures and Linguistics",Medium,"Matched on retrieved evidence from research_interests. Alignment observed through key term overlap: classical, modern, arabic, literature. Recommendation is grounded in profile content and should be reviewed by staff before outreach.",research_interests,Arabic Literature Classical and Modern; Comparative Literature; Qur'an and Hadith Studies; Islamic Art; Sufism and Neoplatonism; Refugee and Exile Studies,,,,,,
